㔂	lân
溪埔	khe-poo
溪埔	khue-poo
溪溝	khe-kau
溪溝	khue-kau
溫暖	un-luán
溫柔	un-jiû
溫柔	un-liû
溫泉	un-tsuânn
溫罐	un-kuàn
溫習	un-si̍p
溫馴	un-sûn
溶	iûnn
溼	sip
溼溼	sip-sip
滅	bia̍t
滅亡	bia̍t-bông
滇	tīnn
滋味	tsu-bī
滋養	tsu-ióng
滑	ku̍t
滑倒	ku̍t--tó
滑溜溜	ku̍t-liu-liu
滒	kō
滓	tái
滯	tù
滯滯	tù-tù
滲	siàm
滲尿	siàm-jiō
滲尿	siàm-liō
滲屎	siàm-sái
滲屎尿	siàm-sái-jiō
滲屎尿	siàm-sái-liō
滴	tih
滷	lóo
滷卵	lóo-nn̄g
滷肉	lóo-bah
滷肉飯	lóo-bah-pn̄g
滷麵	lóo-mī
滸苔	hóo-thî
滾	kún
滾水	kún-tsuí
滾水罐	kún-tsuí-kuàn
滾笑	kún-tshiò
滾絞	kún-ká
滾絞疼	kún-ká-thiànn
滾耍笑	kún-sńg-tshiò
滿	buán
滿四界	muá-sì-kè
滿四界	muá-sì-kuè
滿意	muá-ì
滿月	muá-gue̍h
滿月	muá-ge̍h
滿滿	buán-buán
滿滿是	muá-muá-sī
滿腹	muá-pak
滿足	buán-tsiok
滿面	muá-bīn
漁港	hî-káng
漁港	hû-káng
漂	phiau
漂白	phiò-pe̍h
漂白粉	phiò-pe̍h-hún
漆	tshat
漉	lo̍k
漉喙	lo̍k-tshuì
漉糊糜	lo̍k-kôo-muê
漉糊糜	lo̍k-kôo-bê
漏	lāu
漏洩	lāu-sia̍p
漏稅	lāu-suè
漏稅	lāu-sè
演	ián
演員	ián-uân
演奏	ián-tsàu
演戲	ián-hì
演義	ián-gī
演習	ián-si̍p
演講	ián-káng
演變	ián-piàn
漖	kà
漚	au
漚古	àu-kóo
漚客	àu-kheh
漚屎	àu-sái
漚屎步	àu-sái-pōo
漚屎面	àu-sái-bīn
漚戲拖棚	àu-hì-thua-pênn
漚戲拖棚	àu-hì-thua-pînn
漚步	àu-pōo
漚肥	au-puî
漚色	àu-sik
漚貨	àu huè
漚貨	àu hè
漚鬱熱	àu-ut-jua̍h
漚鬱熱	àu-ut-lua̍h
漚鹹菜	au-kiâm-tshài
漢	hàn
漢字	hàn-jī
漢字	hàn-lī
漢學仔先	hàn-o̍h-á-sian
漢文	hàn-bûn
漢草	hàn-tsháu
漢藥	hàn-io̍h
漢藥店	hàn-io̍h-tiàm
漢醫	hàn-i
漩	suān
漩尿	suān-jiō
漩尿	suān-liō
漩桶	suān-tháng
漲	tiòng
漲懸價	tiùnn-kuân-kè
漳泉濫	Tsiang-Tsuân-lām
漸漸	tsiām-tsiām
漿	tsiunn
漿泔	tsiunn-ám
漿洗	tsiunn-sé
漿洗	tsiunn-sué
漿衫	tsiunn-sann
潑	phuah
潑雨	phuah-hōo
潘	phun
潘桶	phun-tháng
潘水	phun-tsuí
潘泔	phun-ám
潤	jūn
潤	lūn
潤餅𩛩	jūn-piánn-kauh
潤餅𩛩	lūn-piánn-kauh
潦草	ló-tshó
潭	thâm
潭仔	thâm-á
潮流	tiâu-liû
潲	siâu
澀	siap
澄清	tîng-tshing
澍	tshū
澎湖菜瓜	phênn-ôo-tshài-kue
澩澩	ha̍unnh-ha̍unnh
澹	tâm
澹水地	tâm-tsuí-tē
澹水地	tâm-tsuí-tuē
澹漉漉	tâm-lok-lok
澹糊糊	tâm-kôo-kôo
激	kik
激五仁	kik-ngóo-jîn
激五仁	kik-ngóo-lîn
激力	kik-la̍t
激外外	kik-guā-guā
激屎	kik-sái
激心	kik-sim
激怐怐	kik-khòo-khòo
激氣	kik-khì
激派頭	kik-phài-thâu
激烈	kik-lia̍t
激空	kik-khang
激腦	kik-ló
激酒	kik-tsiú
激面腔	kik-bīn-tshiunn
激骨	kik-kut
激骨話	kik-kut-uē
濁	lô
濆	bùn
濟	tsē
濟	tsuē
濟少	tsē-tsió
濟少	tsuē-tsió
濟濟	tsē-tsē
濟濟	tsuē-tsuē
濟話	tsē-uē
濟話	tsuē-uē
濫	lām
濫使	lām-sú
濫糝	lām-sám
濺	tsuānn
濺水	tsuānn tsuí
濾	lī
瀉	sià
瀉藥仔	sià-io̍h-á
瀨	luā
瀳	tshînn
瀾	nuā
瀾垂	nuā-sê
灇	tsâng
灇水	tsâng-tsuí
灌	kuàn
灌水	kuàn-tsuí
灌腸	kuàn-tshiâng
灌風	kuàn hong
灘	thuann
灣	uan
火	hué
火	hé
火大	hué-tuā
火大	hé-tuā
火夾	hué-ngeh
火夾	hé-ngeh
火屎	hué-sái
火屎	hé-sái
火山	hué-suann
火山	hé-suann
火引	hué-ín
火引	hé-ín
火星	hué-tshenn
火星	hé-tshinn
火母	hué-bó
火母	hé-bú
火氣	hué-khì
火氣	hé-khì
火災	hué-tsai
火災	hé-tsai
火炭	hué-thuànn
火炭	hé-thuànn
火烌	hué-hu
火烌	hé-hu
火烌性	hué-hu-sìng
火烌性	hé-hu-sìng
火熥	hué-thang
火熥	hé-thang
火燒	hué-sio
火燒	hé-sio
火燒厝	hué-sio-tshù
火燒厝	hé-sio-tshù
火燒埔	hué-sio-poo
火燒埔	hé-sio-poo
火燒山	hué-sio-suann
火燒山	hé-sio-suann
火珠仔	hué-tsu-á
火珠仔	hé-tsu-á
火石仔	hué-tsio̍h-á
火石仔	hé-tsio̍h-á
火種	hué-tsíng
火種	hé-tsíng
火管	hué-kńg
火管	hé-kńg
火箭	hué-tsìnn
火箭	hé-tsìnn
火箸	hué-tī
火箸	hé-tū
火腿	hué-thuí
火腿	hé-thuí
火舌	hué-tsi̍h
火舌	hé-tsi̍h
火薰	hué-hun
火薰	hé-hun
火車	hué-tshia
火車	hé-tshia
火車母	hué-tshia-bó
火車母	hé-tshia-bú
火車站	hué-tshia-tsām
火車站	hé-tshia-tsām
火車路	hué-tshia-lōo
火車路	hé-tshia-lōo
火車頭	hué-tshia-thâu
火車頭	hé-tshia-thâu
火金星	hué-kim-tshenn
火金星	hé-kim-tshinn
火金蛄	hué-kim-koo
火金蛄	hé-kim-koo
火鉗	hué-khînn
火鉗	hé-khînn
火鍋	hué-ko
火鍋	hé-ko
火雞	hué-ke
火雞	hé-kue
火雞母	hué-ke-bó
火雞母	hé-kue-bó
火鼠	hué-tshí
火鼠	hué-tshú
灰匙仔	hue-sî-á
灰窯	hue-iô
灶	tsàu
灶跤	tsàu-kha
灶頭	tsàu-thâu
災	tsai
災厄	tsai-eh
災害	tsai-hāi
災民	tsai-bîn
災禍	tsai-hō
災難	tsai-lān
炊	tshue
炊	tshe
炊床	tshue-sn̂g
炊床	tshe-sn̂g
炊斗	tshue-táu
炊斗	tshe-táu
炊粉	tshue-hún
炊粉	tshe-hún
炊粿	tshue kué
炊粿	tshe ké
炎	iām
炒	tshá
炕	khòng
炕窯	khòng-iô
炕肉	khòng-bah
炕肉飯	khòng-bah-pn̄g
炕菜頭	khòng-tshài-thâu
炤	tshiō
炭	thuànn
炭屎	thuànn-sái
炭礦	thuànn-khòng
炭空	thuànn-khang
炭窯	thuànn-iô
炮	phàu
炮仔	phàu-á
炮台	phàu-tâi
炰	pû
炱	te
炸	tsà
炸彈	tsà-tuânn
炸油	tsuànn-iû
炸藥	tsà-io̍h
為	uî
為難	uî-lân
為非糝做	uî-hui-sám-tsò
烈	lia̍t
烌	hu
烏	oo
烏㽎㽎	oo-sìm-sìm
烏人	oo-lâng
烏仁	oo-jîn
烏仁	oo-lîn
烏仁目鏡	oo-jîn-ba̍k-kiànn
烏仁目鏡	oo-lîn-ba̍k-kiànn
烏名單	oo-miâ-tuann
烏喙筆仔	oo-tshuì-pit-á
烏塗	oo-thôo
烏墨	oo-ba̍k
烏天暗地	oo-thinn-àm-tē
烏天暗地	oo-thinn-àm-tuē
烏子仔菜	oo-tsí-á-tshài
烏尾冬	oo-bué-tang
烏尾冬	oo-bé-tang
烏市	oo-tshī
烏影	oo-iánn
烏心石	oo-sim-tsio̍h
烏心肝	oo-sim-kuann
烏手	oo-tshiú
烏斑	oo-pan
烏暗	oo-àm
烏暗眩	oo-àm-hîn
烏有	oo-iú
烏枋	oo-pang
烏枋拭仔	oo-pang-tshit-á
烏格仔	oo-keh-á
烏梅仔酒	oo-muê-á-tsiú
烏梅仔酒	oo-m̂-á-tsiú
烏棗	oo-tsó
烏毛	oo-moo
烏油	oo-iû
烏滓血	oo-lái-hueh
烏滓血	oo-lái-huih
烏漉肚	oo-lok-tōo
烏漚	oo-áu
烏焦瘦	oo-ta-sán
烏煙	oo-ian
烏煙黗	oo-ian-thûn
烏狗	oo-káu
烏狗兄  oo-káu-hiann
烏貓    oo-niau
烏貓姊仔    oo-niau-tsí--á
烏璇石	oo-suān-tsio̍h
黑鑽石  oo-suān-tsio̍h
烏真珠  oo-tsin-tsu
烏甕串	oo-àng-tshǹg
烏甜仔菜	oo-tinn-á-tshài
烏痣	oo-kì
烏白	oo-pe̍h
烏白來	oo-pe̍h-lâi
烏白切	oo-pe̍h-tshiat
烏真珠	oo-tsin-tsu
烏笛仔	oo-ta̍t-á
烏糖	oo-thn̂g
烏糖粿	oo-thn̂g-kué
黑糖糕  oo-thn̂g-kué
發粿    huat-ku
烏耳鰻	oo-hīnn-muâ
烏耳鰻	oo-hī-muâ
烏色	oo-sik
烏蝛	oo-bui
烏西	oo-se
烏豆	oo-tāu
烏貓	oo-niau
烏趖趖	oo-sô-sô
烏道	oo-tō
烏醋	oo-tshòo
烏金	oo-kim
烏鉎	oo-sian
烏陰	oo-im
烏陰天	oo-im-thinn
烏雲	oo-hûn
烏青	oo-tshenn
烏青	oo-tshinn
烏青凝血	oo-tshenn gîng-hueh
烏青凝血	oo-tshinn gîng-huih
烏面抐桮	oo-bīn-lā-pue
烏面賊	oo-bīn-tsha̍t
烏頭仔車	oo-thâu-á-tshia
烏骨雞	oo-kut-ke
烏骨雞	oo-kut-kue
烏魚	oo-hî
烏魚	oo-hû
烏魚子	oo-hî-tsí
烏魚子	oo-hû-tsí
烏魚鰾	oo-hû-piō
烏魚子  oo-hî-tsí
烏魯木齊	oo-lóo-bo̍k-tsè
烏鯧	oo-tshiunn
烏鴉	oo-a
烏鴉喙	oo-a-tshuì
烏鶖	oo-tshiu
烏麻油	oo-muâ-iû
烏點	oo-tiám
烏龍仔	oo-liông-á
烏龍茶	oo-liông-tê
烏龜	oo-ku
烏𪐞紅	oo-tòo-âng
烘	hang
烘火	hang-hué
烘火	hang-hé
烘爐	hang-lôo
烘肉	hang-bah
烰	phû
焐	ù
焙	puē
焙茶	puē-tê
焠	tshuh
無	bô
無一定	bô-it-tīng
無下落	bô-hē-lo̍h
無了時	bô-liáu-sî
無事使	bô-sū-sái
無人緣	bô-lâng-iân
無仝	bô kāng
無代無誌	bô-tāi-bô-tsì
無依無倚	bô-i-bô-uá
無偌久	bô-guā-kú
無傳	bô-thn̂g
無半撇	bô-puànn-phiat
無半步	bô-puànn-pōo
無半絲	bô-puànn-si
無半項	bô-puànn-hāng
無去	bô--khì
無可奈何	bû-khó-nāi-hô
無品	bô-phín
無啥物	bô-siánn-mih
無啥貨	bô-siánn-huè
無啥貨	bô-siánn-hè
無夠	bô-kàu
無夠月	bô-kàu-gue̍h
無夠月	bô-kàu-ge̍h
無夠重	bô-kàu-tāng
無大無細	bô-tuā-bô-sè
無大無細	bô-tuā-bô-suè
無天理	bô thinn-lí
無天良	bô-thian-liông
無奈	bô-nāi
無奈何	bô-ta-uâ
無定著	bô-tiānn-tio̍h
無尾巷	bô-bué-hāng
無尾巷	bô-bé-hāng
無局	bô-kio̍k
無差	bô-tsha
無底代	bô-tī-tāi
無張持	bô-tiunn-tî
無彩	bô-tshái
無彩工	bô-tshái-kang
無影	bô-iánn
無影無跡	bô-iánn-bô-tsiah
無心情	bô-sim-tsîng
無心肝	bô-sim-kuann
無情	bô-tsîng
無意中	bô-ì-tiong
無意無思	bô-ì-bô-sù
無愛	bô ài
無所謂	bû-sóo-uī
無才	bô-tsâi
無打緊	--bô-tánn-kín
無拄好	bô-tú-hó
無捨施	bô-siá-sì
無攬無拈	bô-lám-bô-ne
無暝無日	bô-mê-bô-ji̍t
無暝無日	bô-mî-bô-li̍t
無望	bô-bāng
無某無猴	bô-bóo-bô-kâu
無步	bô-pōo
無毋著	bô m̄-tio̍h
無氣	bô-khuì
無法伊	bô-huat--i
無法度	bô-huat-tōo
無法無天	bû-huat-bû-thian
無疑	bô-gî
無疑悟	bô-gî-ngōo
無的確	bô-tik-khak
無盤	bô-puânn
無相干	bô-siong-kan
無眠	bô-bîn
無礙著	bô-gāi-tio̍h
無礙    bô-gāi
無妨    bô-gāi-tio̍h
無神	bô-sîn
無禮	bô-lé
無空	bô-khang
無精差	bô-tsing-tsha
無細膩	bô-sè-jī
無細膩	bô-suè-lī
無線電	bô-suànn-tiān
無聲無說	bô-siann-bô-sueh
無聲無說	bô-siann-bô-seh
無膽	bô-tánn
無良心	bô-liông-sim
無要無緊	bô-iàu-bô-kín
無要緊	bô iàu-kín
無論	bô-lūn
無講無呾	bô-kóng-bô-tànn
無議量	bô-gī-niū
無路	bô-lōo
無路來	bô-lōo-lâi
無路用	bô-lōo-īng
無較縒	bô-khah-tsua̍h
無辜	bû-koo
無通	bô-thong
無量	bô-liōng
無銷	bô-siau
無錯	bô-tshò
無閒	bô-îng
無限	bû-hān
無頭神	bô-thâu-sîn
無鹹無纖	bô-kiâm-bô-siam
焦	ta
焦料	ta-liāu
焦洗	ta-sé
焦洗	ta-sué
焦涸涸	ta-khok-khok
焦燥	ta-sò
焦鬆	ta-sang
然後	jiân-āu
然後	liân-āu
煎	tsian
煎匙	tsian-sî
煎粿	tsian-kué
煎粿	tsian-ké
煎茶	tsuann tê
煎藥仔	tsuann io̍h-á
煏	piak
煏桌	piak-toh
煏油	piak-iû
煏空	piak-khang
煙	ian
煙仔魚	ian-á-hî
煙仔魚	ian-á-hû
煙暈	ian-n̄g
煙火	ian-hué
煙火	ian-hé
煙筒	ian-tâng
煙筒管	ian-tâng-kóng
煙腸	ian-tshiâng
煙黗	ian-thûn
煞	suah
煞去	suah--khì
煞尾	suah-bué
煞尾	suah-bé
煞尾仔囝	suah-bué-á-kiánn
煞尾仔囝	suah-bé-á-kiánn
煞心	sannh-sim
煞戲	suah-hì
煞煞去	suah-suah--khì
煞神	suah-sîn
煞著	suah--tio̍h
煞鼓	suah-kóo
煠	sa̍h
煡	khi̍t
照	tsiàu
照呼照行	tsiàu-hoo-tsiàu-kiânn
照實	tsiàu-si̍t
照常	tsiàu-siông
照步來	tsiàu-pōo-lâi
照講	tsiàu-kóng
照起工	tsiàu-khí-kang
照辦	tsiàu-pān
照鏡	tsiò-kiànn
照電光	照X光、拍X光片。
照顧	tsiàu-kòo
煨	ue
煩	huân
煩惱	huân-ló
煮	tsú
煮食	tsú-tsia̍h
煮食裙仔	tsú-tsia̍h-kûn-á
煽動	siàn-tōng
熁	hannh
熄	sit
熊	hîm
熊膽	hîm-tánn
熔	iûnn
熗	tshìng
熟	si̍k
熟似	si̍k-sāi
熟似人	si̍k-sāi-lâng
熟手	si̍k-tshiú
熟鐵	si̍k-thih
熥	thn̄g
熨	ut
熨斗	ut-táu
熨金	ut-kim
熬	gô
熱	jia̍t
熱	lia̍t
熱人	jua̍h--lâng
熱人	lua̍h--lâng
熱嗽	jia̍t-sàu
熱嗽	lia̍t-sàu
熱天	jua̍h-thinn
熱天	lua̍h-thinn
熱帶	jia̍t-tài
熱帶	lia̍t-tài
熱心	jia̍t-sim
熱心	lia̍t-sim
熱毒	jia̍t-to̍k
熱毒	lia̍t-to̍k
熱著	jua̍h--tio̍h
熱著	lua̍h--tio̍h
燃	hiânn
燃柴	hiânn-tshâ
燃水	hiânn-tsuí
燃火	hiânn-hué
燃火	hiânn-hé
燈	ting
燈仔花	ting-á-hue
燈塔	ting-thah
燈座	ting-tsō
燈心	ting-sim
燈火	ting-hué
燈火	ting-hé
燈猜	ting-tshai
燉	tūn
燒	sio
燒唿唿	sio-hut-hut
燒水	sio-tsuí
燒滾滾	sio-kún-kún
燒烘烘	sio-hōng-hōng
燒烙	sio-lō
燒熱	sio-jua̍h
燒熱	sio-lua̍h
燒肉	sio-bah
燒著	sio-tio̍h
燙到    sio-tio̍h
燒酒	sio-tsiú
燒酒螺	sio-tsiú-lê
燒酒雞	sio-tsiú-ke
燒酒雞	sio-tsiú-kue
燒金	sio-kim
燒香	sio-hiunn
燕	ìnn
燕仔	ìnn-á
燕窩	iàn-o
燖	tīm
燖補	tīm-póo
燖鍋	tīm-ue
燖鍋	tīm-e
燙	thǹg
燜	būn
燜飯	būn-pn̄g
營	iânn
營業	îng-gia̍p
營養	îng-ióng
燥	sò
燥水	sò-tsuí
燦爛	tshàn-lān
燭	tsik
燭台	tsik-tâi
爁	nah
爁日	nah-ji̍t
爁日	nah-li̍t
爆炸	po̍k-tsà
爍	sih
爍爁	sih-nah
爐	lôo
爐丹	lôo-tan
爐主	lôo-tsú
爛	nuā
爛塗	nuā-thôo
爛塗糜	nuā-thôo-muê
爛塗糜	nuā-thôo-bê
爛癬	nuā-sián
爛糊糊	nuā-kôo-kôo
爛𤶃仔	nuā-thiāu-á
爪	jiáu
爪	niáu
爪仔	jiáu-á
爪仔	niáu-á
爬	pê
爭	tsenn
爭	tsinn
爭論	tsing-lūn
父	hū
父兄	hū-hing
父母	hū-bió
父老	hū-ló
爸	pâ
爸仔囝	pē-á-kiánn
爸母	pē-bú
爸老囝幼	pē-lāu-kiánn-iù
爹	tia
爺	iâ
爽	sóng
爽快	sóng-khuài
爽歪歪	sóng-uainn-uainn
爾爾	niā-niā
爿	pîng
牆	tshiûnn
牆仔	tshiûnn-á
牆圍	tshiûnn-uî
片	phìnn
版	pán
牌	pâi
牌仔	pâi-á
牌子	pâi-tsú
牌照	pâi-tsiàu
牙	gâ
牙槽	gê-tsô
牙槽骨	gê-tsô-kut
牚	thènn
牚懸	thènn-kuân
牚腿	thènn-thuí
牚腿	thìnn-thuí
牚頭	thènn-thâu
牛	gû
水牛    tsuí-gû
赤牛    tshiah-gû
奶牛    ling-gû
牛仔囝	gû-á-kiánn
牛仔褲	phah-thih-á-khòo
拍鐵仔褲    phah-thih-á-khòo
牛喙罨	gû-tshuì-am
牛奶	gû-ling
牛奶	gû-ni
牛奶喙仔	gû-ling-tshuì-á
牛奶喙仔	gû-ni-tshuì-á
牛奶糖	gû-ling-thn̂g
牛奶糖	gû-ni-thn̂g
牛奶色	gû-ling-sik
牛奶色	gû-ni-sik
牛屎色	gû-sái-sik
牛屎鳥仔	gû-sái-tsiáu-á
牛屎龜	gû-sái-ku
牛捽仔	gû-sut-á
牛擔	gû-tann
牛杙仔	gû-khi̍t-á
牛母	gû-bó
牛牢	gû-tiâu
牛犅	gû-káng
牛種仔	gû-tsíng-á
牛索	gû-soh
牛聲馬喉	gû-siann-bé-âu
牛肚	gû-tōo
牛腩	gû-lám
牛螕	gû-pi
牛角	gû-kak
牛角花	gû-kak-hue
牛角𨂿仔	gû-kak-uainnh-á
牛貫	gû-kǹg
牛郎	Gû-nn̂g
牛陵	gû-niā
牛頓草	gû-tùn-tsháu
牛頭	gû-thâu
牛鼻圈	gû-phīnn-khian
牛𡳞脬檨	gû-lān-pha-suāinn
牡丹	bóo-tan
牢	tiâu
牢腹	tiâu-pak
牢鼎	tiâu-tiánn
牧場	bo̍k-tiûnn
牧師	bo̍k-su
物	bu̍t
物仔	mih-á
物件	mi̍h-kiānn
物件	mn̍gh-kiānn
物價	bu̍t-kè
物理	bu̍t-lí
物配	mi̍h-phuè
物配	mn̍gh-phè
物食	mi̍h-tsia̍h
物食	mn̍gh-tsia̍h
牲醴	sing-lé
特別	ti̍k-pia̍t
特效藥	ti̍k-hāu-io̍h
特權	ti̍k-khuân
特殊	ti̍k-sû
特色	ti̍k-sik
牽	khan
牽亡	khan-bông
牽公	khan-kong
牽尪姨	khan-ang-î
牽師仔	khan sai-á
牽成	khan-sîng
牽手	khan-tshiú
牽抾	khan-khioh
牽拖	khan-thua
牽挽	khan-bán
牽核仔	khan-ha̍t-á
牽牛	khan-gû
牽猴仔	khan-kâu-á
牽的	khan--ê
牽粉	khan-hún
牽絲	khan-si
牽線	khan-suànn
牽罟	khan-koo
牽羅經	khan-lô-kenn
牽羅經	khan-lô-kinn
牽羹	khan-kenn
牽羹	khan-kinn
牽藤	khan-tîn
牽豬哥	khan-ti-ko
牽豬哥	khan-tu-ko
牽車	khan-tshia
牽連	khan-liân
牽龜落湳	khan-ku-lo̍h-làm
犀牛	sai-gû
犁	lê
犁田	lê-tshân
犅	káng
犧牲	hi-sing
犯	huān
犯人	huān-lâng
犯法	huān-huat
犯罪	huān-tsuē
犯著	huān-tio̍h
冒犯    huān-tio̍h
觸犯    huān-tio̍h
狀	tsn̄g
狀元	tsiōng-guân
狀元粿	tsiōng-guân-kué
狀元粿	tsiōng-guân-ké
狂	kông
狐狸	hôo-lî
狐狸精	hôo-lî-tsiann
狗	káu
狗仔	káu-á
狗公	káu-kang
狗公腰	káu-kang-io
狗岫	káu-siū
狗母	káu-bó
狗母鍋	káu-bó-ue
狗母鍋	káu-bó-e
狗母魚	káu-bó-hî
狗母魚	káu-bó-hû
狗牙	káu-gê
狗空	káu-khang
狗肉數	káu-bah-siàu
狗蝨	káu-sat
狗蟻	káu-hiā
狗蟻碟仔	káu-hiā-ti̍h-á
狗鯊	káu-sua
狗𩸶仔	káu-gām-á
狡怪	káu-kuài
狸猫	lî-bâ
狹	e̍h
狹	ue̍h
狼	lông
狼毒	lông-to̍k
狼狽	lông-puē
猌	gīn
猛	bíng
猛將	bíng-tsiòng
猛掠	mé-lia̍h
猛火	mé-hué
猛火	mé-hé
猛獸	bíng-siù
猛醒	mé-tshénn
猛醒	mé-tshínn
猜	tshai
猜想	tshai-sióng
猜疑	tshai-gî
猫仔	bâ-á
猴	kâu
猴囡仔	kâu-gín-á
猴山仔	kâu-san--á
猴戲	kâu-hì
猴齊天	Kâu Tsê-thian
猶	iáu
猶原	iu-guân
猶是	iáu-sī
猶有	iáu-ū
猶未	iáu-buē
猶未	iáu-bē
猶毋過	iáu-m̄-koh
猶閣	iáu-koh
猶閣咧	iáu-koh teh
獅	sai
獅仔鼻	sai-á-phīnn
獎	tsióng
獎勵	tsióng-lē
獎狀	tsióng-tsn̄g
獎金	tsióng-kim
獨獨	to̍k-to̍k
獨立	to̍k-li̍p
獨裁	to̍k-tshâi
獨身	to̍k-sin
獸醫	siù-i
獻	hiàn
獻敬	hiàn-kìng
獻計	hiàn kè
玉	gi̍k
玉仔	gi̍k-á
玉皇大帝	Gio̍k-hông-tāi-tè
玉蘭花	gio̍k-lân-hue
王	ông
王后	ông-hiō
王哥柳哥	Ông--ko-Liú--ko
王梨	ông-lâi
王梨酥	ông-lâi-soo
王爺	ông-iâ
王爺債	ông-iâ-tsè
王祿仔	ông-lo̍k-á
王見王	ông-kiàn-ông
玫瑰花	muî-kuì-hue
玲瑯鼓	lin-long-kóo
玻璃	po-lê
珊瑚	suan-ôo
珍寶	tin-pó
珍惜	tin-sioh
珠	tsu
珠仔	tsu-á
珠仔龜	tsu-á-ku
珠寶	tsu-pó
珠淚	tsu-luī
珠蔥	tsu-tshang
珠螺	tsu-lê
珠螺膎	tsu-lê-kê
珠螺膎	tsu-lê-kuê
班	pan
班長	pan-tiúnn
現	hiàn
現世	hiān-sì
現代	hiān-tāi
現場	hiān-tiûnn
現實	hiān-si̍t
現拄現	hiān-tú-hiān
現此時	hiān-tshú-sî
現流仔	hiān-lâu-á
現現	hiān-hiān
現胸	hiàn-hing
現象	hiān-siōng
現金	hiān-kim
球	kiû
球場	kiû-tiûnn
球桮	kiû-pue
球箠	kiû-tshuê
球箠	kiû-tshê
球賽	kiû-sài
球間	kiû-king
球鞋	kiû-ê
球鞋	kiû-uê
理	lí
理事	lí-sū
理解	lí-kái
理論	lí-lūn
理財	lí-tsâi
琴	khîm
琴子	khîm-jí
琵琶	pî-pê
瑪瑙	bé-ló
璇石	suān-tsio̍h
璇筆	suān-pit
環	khuân
環境	khuân-kíng
瓊花	khîng-hue
瓜	kue
瓜仔	kue-á
瓜仔哖	kue-á-nî
小黃瓜  kue-á-nî
刺瓜仔  tshì-kue-á
大黃瓜	tshì-kue-á
瓜子	kue-tsí
瓜笠仔	kue-le̍h-á
瓣	bān
瓤	nn̂g
瓦	hiā
瓦厝	hiā-tshù
瓦杮仔	hiā-phuè-á
瓦窯	hiā-iô
瓶	pân
瓷	huî
粗瓷    tshoo-huî
幼瓷    iù-huî
瓷仔	huî-á
瓷仔店	huî-á-tiàm
甌	au
甌仔	au-á
甍	bòng
甓	phia̍h
熟甓    si̍k-phia̍h
生甓    tshenn-phia̍h
甕	àng
甕仔	àng-á
甕肚	àng-tōo
甘	kam
甘心	kam-sim
甘甜	kam-tinn
甘草	kam-tshó
甘蔗	kam-tsià
甘蔗粕	kam-tsià-phoh
甘願	kam-guān
甚至	sīm-tsì
甜	tinn
甜湯	tinn-thng
甜瓜	tinn-kue
甜粅粅	tinn-but-but
甜粿	tinn-kué
甜粿	tinn-ké
甜茶	tinn-tê
甜蜜	tinn-bi̍t
甜言蜜語	tinn-giân-bi̍t-gí
甜言蜜語	tinn-giân-bi̍t-gú
甜豆	tinn-tāu
甜路	tinn-lōo
生	tshenn
生	tshinn
生仔	senn-á
生仔	sinn-á
生份	senn-hūn
生份	sinn-hūn
生份人	senn-hūn-lâng
生份人	sinn-hūn-lâng
生做	senn-tsò
生做	sinn-tsuè
生冷	tshenn-líng
生冷	tshinn-líng
生卵	senn-nn̄g
生卵	sinn-nn̄g
生囝	senn-kiánn
生囝	sinn-kiánn
生囡仔	senn gín-á
生囡仔	sinn gín-á
生存	sing-tsûn
生張	senn-tiunn
生張	sinn-tiunn
生成	senn-sîng
生成	sinn-sîng
生日	senn-ji̍t
生日	sinn-li̍t
生時日月	senn-sî-ji̍t-gue̍h
生時日月	sinn-sî-li̍t-ge̍h
生本	senn-pún
生本	sinn-pún
生檨仔	senn-suāinn-á
生檨仔	sinn-suāinn-á
生死	senn-sí
生死	sinn-sí
生活	sing-ua̍h
生湠	senn-thuànn
生湠	sinn-thuànn
生狂	tshenn-kông
生狂	tshinn-kông
生理	sing-lí
生理人	sing-lí-lâng
生理場	sing-lí-tiûnn
生產	sing-sán
生番	tshenn-huan
生番	tshinn-huan
生疏	tshenn-soo
生疏	tshinn-soo
生癬	senn sián
生癬	sinn sián
生相	senn-siùnn
生相	sinn-siùnn
生真	tshenn-tsin
生真	tshinn-tsin
生粒仔	senn-lia̍p-á
生粒仔	sinn-lia̍p-á
生腸	senn-tn̂g
生腸	sinn-tn̂g
生菇	senn-koo
生菇	sinn-koo
生菜	tshenn-tshài
生菜	tshinn-tshài
生話	senn-uē
生話	sinn-uē
生路	senn-lōo
生路	sinn-lōo
生鉎	senn-sian
生鉎	sinn-sian
生鍋	senn-ue
生鍋	sinn-e
生鐵	senn-thih
生鐵	sinn-thih
生長	sing-tióng
生頭凊面	tshenn-thâu-tshìn-bīn
生頭凊面	tshinn-thâu-tshìn-bīn
生驚	tshenn-kiann
生驚	tshinn-kiann
產	sán
產地	sán-tē
產地	sán-tuē
產婆	sán-pô
產婦	sán-hū
產業	sán-gia̍p
用	īng
有路用	ū-lōo-īng
有用	ū-lōo-īng
無路用	bô-lōo-īng
沒有用	ū-lōo-īng
用功	iōng-kong
用心	iōng-sim
用意	iōng-ì
用途	iōng-tôo
甪	lut
田	tshân
田佃	tshân-tiān
田僑仔	tshân-kiâu-á
田園	tshân-hn̂g
田契	tshân-khè
田契	tshân-khuè
田嬰	tshân-enn
田嬰	tshân-inn
田岸	tshân-huānn
